# ----------------------------------------,
# Bike MS - Luminate Pages,
# Audience Overview,
# 20160401-20171214,
# ----------------------------------------,
,
Day Index,Sessions
4/1/2016,0
4/2/2016,0
4/3/2016,0
4/4/2016,0
4/5/2016,0
4/6/2016,0
4/7/2016,0
4/8/2016,"32,205"
4/9/2016,"23,973"
4/10/2016,"23,762"
4/11/2016,"25,500"
4/12/2016,"33,377"
4/13/2016,"38,175"
4/14/2016,"38,181"
4/15/2016,"60,450"
4/16/2016,"32,767"
4/17/2016,"24,507"
4/18/2016,"26,892"
4/19/2016,"24,951"
4/20/2016,"24,888"
4/21/2016,"24,575"
4/22/2016,"22,750"
4/23/2016,"17,650"
4/24/2016,"15,741"
4/25/2016,"23,968"
4/26/2016,"23,130"
4/27/2016,"22,393"
4/28/2016,"19,599"
4/29/2016,"23,181"
4/30/2016,"16,333"
5/1/2016,"17,200"
5/2/2016,"23,749"
5/3/2016,"21,219"
5/4/2016,"24,535"
5/5/2016,"20,545"
5/6/2016,"18,727"
5/7/2016,"13,876"
5/8/2016,"13,491"
5/9/2016,"21,825"
5/10/2016,"21,625"
5/11/2016,"21,662"
5/12/2016,"19,583"
5/13/2016,"17,945"
5/14/2016,"12,257"
5/15/2016,"14,591"
5/16/2016,"23,161"
5/17/2016,"23,610"
5/18/2016,"23,142"
5/19/2016,"22,417"
5/20/2016,"20,940"
5/21/2016,"15,401"
5/22/2016,"15,714"
5/23/2016,"23,889"
5/24/2016,"21,778"
5/25/2016,"23,858"
5/26/2016,"21,444"
5/27/2016,"17,195"
5/28/2016,"12,234"
5/29/2016,"11,895"
5/30/2016,"15,936"
5/31/2016,"28,270"
6/1/2016,"30,119"
6/2/2016,"28,217"
6/3/2016,"26,266"
6/4/2016,"19,176"
6/5/2016,"21,060"
6/6/2016,"30,476"
6/7/2016,"29,504"
6/8/2016,"29,276"
6/9/2016,"30,825"
6/10/2016,"27,994"
6/11/2016,"17,766"
6/12/2016,"18,538"
6/13/2016,"26,745"
6/14/2016,"24,043"
6/15/2016,"22,366"
6/16/2016,"21,026"
6/17/2016,"18,547"
6/18/2016,"12,860"
6/19/2016,"13,190"
6/20/2016,"25,691"
6/21/2016,"26,957"
6/22/2016,"27,143"
6/23/2016,"27,273"
6/24/2016,"29,828"
6/25/2016,"19,105"
6/26/2016,"15,740"
6/27/2016,"20,642"
6/28/2016,"17,709"
6/29/2016,"16,269"
6/30/2016,"15,158"
7/1/2016,"13,469"
7/2/2016,"9,622"
7/3/2016,"9,341"
7/4/2016,"11,653"
7/5/2016,"18,226"
7/6/2016,"18,457"
7/7/2016,"17,056"
7/8/2016,"14,552"
7/9/2016,"11,251"
7/10/2016,"12,342"
7/11/2016,"18,961"
7/12/2016,"18,633"
7/13/2016,"18,214"
7/14/2016,"16,994"
7/15/2016,"17,322"
7/16/2016,"12,617"
7/17/2016,"14,415"
7/18/2016,"22,117"
7/19/2016,"22,582"
7/20/2016,"21,200"
7/21/2016,"19,645"
7/22/2016,"18,966"
7/23/2016,"14,337"
7/24/2016,"15,089"
7/25/2016,"22,138"
7/26/2016,"22,355"
7/27/2016,"21,156"
7/28/2016,"19,842"
7/29/2016,"19,326"
7/30/2016,"13,685"
7/31/2016,"16,595"
8/1/2016,"25,205"
8/2/2016,"25,796"
8/3/2016,"27,402"
8/4/2016,"29,778"
8/5/2016,"29,288"
8/6/2016,"18,471"
8/7/2016,"16,757"
8/8/2016,"24,553"
8/9/2016,"24,062"
8/10/2016,"22,339"
8/11/2016,"20,378"
8/12/2016,"18,824"
8/13/2016,"13,355"
8/14/2016,"14,789"
8/15/2016,"22,909"
8/16/2016,"23,924"
8/17/2016,"23,365"
8/18/2016,"21,638"
8/19/2016,"19,861"
8/20/2016,"14,397"
8/21/2016,"16,116"
8/22/2016,"24,274"
8/23/2016,"25,983"
8/24/2016,"22,764"
8/25/2016,"24,396"
8/26/2016,"22,871"
8/27/2016,"14,830"
8/28/2016,"16,240"
8/29/2016,"26,180"
8/30/2016,"26,987"
8/31/2016,"26,475"
9/1/2016,"23,283"
9/2/2016,"20,795"
9/3/2016,"14,509"
9/4/2016,"13,941"
9/5/2016,"18,955"
9/6/2016,"32,754"
9/7/2016,"32,848"
9/8/2016,"33,010"
9/9/2016,"34,387"
9/10/2016,"21,179"
9/11/2016,"17,747"
9/12/2016,"28,655"
9/13/2016,"26,935"
9/14/2016,"27,946"
9/15/2016,"24,568"
9/16/2016,"25,150"
9/17/2016,"15,616"
9/18/2016,"16,004"
9/19/2016,"27,405"
9/20/2016,"25,698"
9/21/2016,"24,391"
9/22/2016,"27,281"
9/23/2016,"33,040"
9/24/2016,"20,912"
9/25/2016,"15,424"
9/26/2016,"24,943"
9/27/2016,"19,360"
9/28/2016,"16,874"
9/29/2016,"17,562"
9/30/2016,"20,017"
10/1/2016,"9,511"
10/2/2016,"8,834"
10/3/2016,"13,730"
10/4/2016,"14,021"
10/5/2016,"12,589"
10/6/2016,"10,718"
10/7/2016,"10,585"
10/8/2016,"5,581"
10/9/2016,"6,086"
10/10/2016,"9,720"
10/11/2016,"10,404"
10/12/2016,"10,208"
10/13/2016,"9,578"
10/14/2016,"9,635"
10/15/2016,"5,394"
10/16/2016,"6,407"
10/17/2016,"13,018"
10/18/2016,"13,449"
10/19/2016,"12,482"
10/20/2016,"12,819"
10/21/2016,"16,144"
10/22/2016,"17,453"
10/23/2016,"14,714"
10/24/2016,"8,374"
10/25/2016,"6,068"
10/26/2016,"5,221"
10/27/2016,"4,847"
10/28/2016,"4,369"
10/29/2016,"2,466"
10/30/2016,"2,580"
10/31/2016,"4,526"
11/1/2016,"4,448"
11/2/2016,"4,343"
11/3/2016,"4,031"
11/4/2016,"5,943"
11/5/2016,"2,337"
11/6/2016,"2,547"
11/7/2016,"4,428"
11/8/2016,"3,730"
11/9/2016,"4,499"
11/10/2016,"3,603"
11/11/2016,"2,864"
11/12/2016,"2,025"
11/13/2016,"2,115"
11/14/2016,"3,391"
11/15/2016,"3,578"
11/16/2016,"3,580"
11/17/2016,"3,628"
11/18/2016,"3,062"
11/19/2016,"1,972"
11/20/2016,"2,139"
11/21/2016,"3,163"
11/22/2016,"3,775"
11/23/2016,"2,569"
11/24/2016,"1,584"
11/25/2016,"1,820"
11/26/2016,"1,867"
11/27/2016,"2,063"
11/28/2016,"3,765"
11/29/2016,"5,264"
11/30/2016,"4,657"
12/1/2016,"3,627"
12/2/2016,"3,275"
12/3/2016,"2,093"
12/4/2016,"2,441"
12/5/2016,"3,757"
12/6/2016,"3,966"
12/7/2016,"3,256"
12/8/2016,"3,171"
12/9/2016,"3,148"
12/10/2016,"1,972"
12/11/2016,"2,251"
12/12/2016,"3,815"
12/13/2016,"3,828"
12/14/2016,"3,998"
12/15/2016,"3,321"
12/16/2016,"2,998"
12/17/2016,"1,908"
12/18/2016,"2,064"
12/19/2016,"3,241"
12/20/2016,"3,014"
12/21/2016,"2,938"
12/22/2016,"2,950"
12/23/2016,"1,820"
12/24/2016,"1,252"
12/25/2016,"1,277"
12/26/2016,"2,210"
12/27/2016,"3,955"
12/28/2016,"4,218"
12/29/2016,"4,530"
12/30/2016,"4,033"
12/31/2016,"4,180"
1/1/2017,"3,388"
1/2/2017,"4,655"
1/3/2017,"7,192"
1/4/2017,"6,803"
1/5/2017,"6,202"
1/6/2017,"6,233"
1/7/2017,"4,423"
1/8/2017,"4,526"
1/9/2017,"6,984"
1/10/2017,"7,500"
1/11/2017,"7,427"
1/12/2017,"7,453"
1/13/2017,"7,124"
1/14/2017,"4,643"
1/15/2017,"5,330"
1/16/2017,"8,408"
1/17/2017,"10,150"
1/18/2017,"8,914"
1/19/2017,"10,027"
1/20/2017,"8,460"
1/21/2017,"6,213"
1/22/2017,"7,554"
1/23/2017,"10,487"
1/24/2017,"10,942"
1/25/2017,"10,486"
1/26/2017,"9,812"
1/27/2017,"9,274"
1/28/2017,"6,156"
1/29/2017,"7,211"
1/30/2017,"15,885"
1/31/2017,"18,354"
2/1/2017,"20,630"
2/2/2017,"16,364"
2/3/2017,"12,421"
2/4/2017,"6,944"
2/5/2017,"6,550"
2/6/2017,"11,009"
2/7/2017,"11,645"
2/8/2017,"11,549"
2/9/2017,"10,819"
2/10/2017,"9,703"
2/11/2017,"6,326"
2/12/2017,"7,272"
2/13/2017,"11,402"
2/14/2017,"11,011"
2/15/2017,"11,400"
2/16/2017,"12,601"
2/17/2017,"11,396"
2/18/2017,"7,196"
2/19/2017,"7,948"
2/20/2017,"12,235"
2/21/2017,"13,767"
2/22/2017,"12,767"
2/23/2017,"12,431"
2/24/2017,"12,202"
2/25/2017,"8,161"
2/26/2017,"9,247"
2/27/2017,"14,603"
2/28/2017,"16,097"
3/1/2017,"17,486"
3/2/2017,"14,671"
3/3/2017,"14,749"
3/4/2017,"10,233"
3/5/2017,"11,088"
3/6/2017,"16,910"
3/7/2017,"14,766"
3/8/2017,"15,954"
3/9/2017,"14,776"
3/10/2017,"13,486"
3/11/2017,"8,955"
3/12/2017,"9,186"
3/13/2017,"14,704"
3/14/2017,"13,758"
3/15/2017,"14,201"
3/16/2017,"13,221"
3/17/2017,"11,818"
3/18/2017,"8,439"
3/19/2017,"10,208"
3/20/2017,"16,973"
3/21/2017,"15,857"
3/22/2017,"17,355"
3/23/2017,"16,813"
3/24/2017,"16,504"
3/25/2017,"10,772"
3/26/2017,"11,471"
3/27/2017,"19,101"
3/28/2017,"17,874"
3/29/2017,"20,144"
3/30/2017,"17,944"
3/31/2017,"16,661"
4/1/2017,"10,529"
4/2/2017,"12,779"
4/3/2017,"20,454"
4/4/2017,"19,301"
4/5/2017,"20,257"
4/6/2017,"19,527"
4/7/2017,"16,909"
4/8/2017,"10,751"
4/9/2017,"11,761"
4/10/2017,"20,844"
4/11/2017,"20,352"
4/12/2017,"21,825"
4/13/2017,"20,430"
4/14/2017,"15,847"
4/15/2017,"11,018"
4/16/2017,"10,964"
4/17/2017,"26,012"
4/18/2017,"26,934"
4/19/2017,"28,106"
4/20/2017,"25,553"
4/21/2017,"21,913"
4/22/2017,"14,392"
4/23/2017,"14,799"
4/24/2017,"29,485"
4/25/2017,"27,873"
4/26/2017,"31,748"
4/27/2017,"33,527"
4/28/2017,"42,305"
4/29/2017,"31,243"
4/30/2017,"27,808"
5/1/2017,"28,182"
5/2/2017,"22,206"
5/3/2017,"21,669"
5/4/2017,"19,883"
5/5/2017,"20,590"
5/6/2017,"13,239"
5/7/2017,"13,546"
5/8/2017,"18,689"
5/9/2017,"16,469"
5/10/2017,"16,883"
5/11/2017,"15,653"
5/12/2017,"13,492"
5/13/2017,"8,577"
5/14/2017,"8,678"
5/15/2017,"18,222"
5/16/2017,"17,558"
5/17/2017,"15,796"
5/18/2017,"15,272"
5/19/2017,"14,173"
5/20/2017,"9,905"
5/21/2017,"10,031"
5/22/2017,"17,098"
5/23/2017,"17,509"
5/24/2017,"16,902"
5/25/2017,"15,584"
5/26/2017,"13,307"
5/27/2017,"8,905"
5/28/2017,"8,730"
5/29/2017,"12,076"
5/30/2017,"22,273"
5/31/2017,"23,111"
6/1/2017,"21,060"
6/2/2017,"19,848"
6/3/2017,"12,843"
6/4/2017,"15,243"
6/5/2017,"26,748"
6/6/2017,"27,178"
6/7/2017,"26,077"
6/8/2017,"26,506"
6/9/2017,"25,932"
6/10/2017,"15,982"
6/11/2017,"16,683"
6/12/2017,"21,864"
6/13/2017,"19,913"
6/14/2017,"16,594"
6/15/2017,"16,537"
6/16/2017,"15,290"
6/17/2017,"9,552"
6/18/2017,"9,659"
6/19/2017,"20,656"
6/20/2017,"20,556"
6/21/2017,"19,821"
6/22/2017,"20,278"
6/23/2017,"24,906"
6/24/2017,"14,823"
6/25/2017,"11,917"
6/26/2017,"15,750"
6/27/2017,"14,440"
6/28/2017,"12,594"
6/29/2017,"11,510"
6/30/2017,"11,081"
7/1/2017,"6,472"
7/2/2017,"5,743"
7/3/2017,"8,421"
7/4/2017,"7,517"
7/5/2017,"13,342"
7/6/2017,"14,054"
7/7/2017,"12,900"
7/8/2017,"8,164"
7/9/2017,"8,740"
7/10/2017,"15,044"
7/11/2017,"15,554"
7/12/2017,"15,193"
7/13/2017,"14,541"
7/14/2017,"14,552"
7/15/2017,"8,976"
7/16/2017,"10,367"
7/17/2017,"16,454"
7/18/2017,"17,544"
7/19/2017,"16,081"
7/20/2017,"15,638"
7/21/2017,"14,887"
7/22/2017,"10,113"
7/23/2017,"10,626"
7/24/2017,"17,177"
7/25/2017,"18,380"
7/26/2017,"17,566"
7/27/2017,"16,605"
7/28/2017,"15,767"
7/29/2017,"10,545"
7/30/2017,"12,072"
7/31/2017,"21,313"
8/1/2017,"22,114"
8/2/2017,"22,260"
8/3/2017,"20,463"
8/4/2017,"21,204"
8/5/2017,"13,927"
8/6/2017,"13,092"
8/7/2017,"19,020"
8/8/2017,"18,437"
8/9/2017,"17,025"
8/10/2017,"15,140"
8/11/2017,"15,239"
8/12/2017,"8,955"
8/13/2017,"9,999"
8/14/2017,"16,682"
8/15/2017,"17,928"
8/16/2017,"16,534"
8/17/2017,"15,923"
8/18/2017,"14,893"
8/19/2017,"9,682"
8/20/2017,"11,259"
8/21/2017,"16,037"
8/22/2017,"12,939"
8/23/2017,"19,323"
8/24/2017,"18,568"
8/25/2017,"18,094"
8/26/2017,"10,512"
8/27/2017,"11,790"
8/28/2017,"19,885"
8/29/2017,"22,148"
8/30/2017,"20,549"
8/31/2017,"19,568"
9/1/2017,"16,797"
9/2/2017,"11,566"
9/3/2017,"11,231"
9/4/2017,"14,552"
9/5/2017,"25,224"
9/6/2017,"24,460"
9/7/2017,"25,577"
9/8/2017,"25,257"
9/9/2017,"15,964"
9/10/2017,"15,298"
9/11/2017,"22,690"
9/12/2017,"22,215"
9/13/2017,"21,294"
9/14/2017,"21,499"
9/15/2017,"21,097"
9/16/2017,"13,916"
9/17/2017,"14,616"
9/18/2017,"23,885"
9/19/2017,"23,547"
9/20/2017,"35,598"
9/21/2017,"40,397"
9/22/2017,"33,364"
9/23/2017,"21,376"
9/24/2017,"14,998"
9/25/2017,"19,314"
9/26/2017,"16,478"
9/27/2017,"14,512"
9/28/2017,"13,823"
9/29/2017,"14,010"
9/30/2017,"9,349"
10/1/2017,"9,478"
10/2/2017,"14,806"
10/3/2017,"14,666"
10/4/2017,"14,296"
10/5/2017,"15,225"
10/6/2017,"15,851"
10/7/2017,"8,593"
10/8/2017,"8,349"
10/9/2017,"11,057"
10/10/2017,"11,655"
10/11/2017,"11,129"
10/12/2017,"9,965"
10/13/2017,"10,341"
10/14/2017,"6,142"
10/15/2017,"7,013"
10/16/2017,"12,254"
10/17/2017,"13,208"
10/18/2017,"11,853"
10/19/2017,"12,844"
10/20/2017,"14,891"
10/21/2017,"17,168"
10/22/2017,"14,220"
10/23/2017,"9,032"
10/24/2017,"6,215"
10/25/2017,"6,190"
10/26/2017,"5,295"
10/27/2017,"4,527"
10/28/2017,"2,366"
10/29/2017,"2,499"
10/30/2017,"4,073"
10/31/2017,"4,026"
11/1/2017,"4,564"
11/2/2017,"4,174"
11/3/2017,"3,296"
11/4/2017,"1,883"
11/5/2017,"2,455"
11/6/2017,"4,051"
11/7/2017,"3,516"
11/8/2017,"4,096"
11/9/2017,"5,806"
11/10/2017,"3,574"
11/11/2017,"2,059"
11/12/2017,"2,378"
11/13/2017,"3,845"
11/14/2017,"3,844"
11/15/2017,"3,427"
11/16/2017,"2,980"
11/17/2017,"3,222"
11/18/2017,"1,700"
11/19/2017,"1,984"
11/20/2017,"3,131"
11/21/2017,"3,043"
11/22/2017,"2,165"
11/23/2017,"1,376"
11/24/2017,"1,485"
11/25/2017,"1,593"
11/26/2017,"1,876"
11/27/2017,"3,306"
11/28/2017,"4,521"
11/29/2017,"3,389"
11/30/2017,"3,428"
12/1/2017,"2,974"
12/2/2017,"1,739"
12/3/2017,"1,999"
12/4/2017,"3,578"
12/5/2017,"3,819"
12/6/2017,"3,440"
12/7/2017,"3,618"
12/8/2017,"2,906"
12/9/2017,"1,984"
12/10/2017,"2,410"
12/11/2017,"4,231"
12/12/2017,"4,880"
12/13/2017,"4,907"
12/14/2017,"3,936"
,"8,967,094"
